Sentence #,Word,POS,Tag
,this,_,O
,bear,_,B-Biotic_Entity
,to,_,O
,walk,_,B-Eventuality
,on,_,O
,ice,_,B-Abiotic_Entity
,without,_,O
,slipping,_,B-Eventuality
,(,_,O
,2,_,O
,),_,O
,.,_,O
Sentence: 1599,Females,_,B-Biotic_Entity
,are,_,O
,about,_,O
,half,_,B-Value
,the,_,O
,size,_,B-Quality
,of,_,O
,males,_,B-Biotic_Entity
,although,_,O
,a,_,O
,pregnant,_,B-Eventuality
,female,_,B-Biotic_Entity
,with,_,O
,stored,_,B-Eventuality
,fat,_,B-Biotic_Entity
,can,_,O
,exceed,_,O
,500,_,B-Value
,kg,_,B-Unit
,in,_,O
,weight,_,B-Quality
,.,_,O
Sentence: 1600,Polar,_,B-Biotic_Entity
,bear,_,I-Biotic_Entity
,cubs,_,B-Biotic_Entity
,weigh,_,B-Quality
,up,_,O
,to,_,O
,0.7,_,B-Value
,kilograms,_,B-Unit
,at,_,O
,birth,_,B-Eventuality
,.,_,O
Sentence: 1601,They,_,O
,look,_,O
,similar,_,O
,in,_,O
,appearance,_,B-Quality
,to,_,O
,adults,_,B-Biotic_Entity
,though,_,O
,they,_,O
,have,_,O
,much,_,O
,thinner,_,O
,fur,_,B-Biotic_Entity
,(,_,O
,2,_,O
,),_,O
,.,_,O
Sentence: 1602,Polar,_,B-Biotic_Entity
,Bears,_,I-Biotic_Entity
,prey,_,B-Biotic_Entity
,mostly,_,O
,on,_,O
,Ringed,_,B-Biotic_Entity
,Seals,_,I-Biotic_Entity
,.,_,O
Sentence: 1603,In,_,B-Time
,the,_,I-Time
,spring,_,I-Time
,the,_,O
,pups,_,B-Biotic_Entity
,are,_,O
,easy,_,O
,prey,_,B-Biotic_Entity
,.,_,O
Sentence: 1604,They,_,O
,also,_,O
,hunt,_,B-Eventuality
,Bearded,_,B-Biotic_Entity
,and,_,O
,Harp,_,B-Biotic_Entity
,Seals,_,I-Biotic_Entity
,Walruses,_,B-Biotic_Entity
,Beluga,_,B-Biotic_Entity
,Narwhals,_,B-Biotic_Entity
,and,_,O
,sea,_,B-Biotic_Entity
,ducks,_,I-Biotic_Entity
,and,_,O
,very,_,O
,occasionally,_,O
,eat,_,B-Eventuality
,small,_,B-Quality
,amounts,_,O
,of,_,O
,plant,_,B-Biotic_Entity
,matter,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1605,They,_,O
,travel,_,B-Eventuality
,long,_,B-Quality
,distances,_,B-Quality
,to,_,O
,stay,_,B-Eventuality
,with,_,O
,pack,_,B-Abiotic_Entity
,ice,_,I-Abiotic_Entity
,and,_,O
,fast,_,B-Quality
,for,_,B-Time
,long,_,I-Time
,periods,_,I-Time
,of,_,I-Time
,time,_,I-Time
,if,_,O
,food,_,B-Biotic_Entity
,is,_,O
,not,_,O
,available,_,B-Quality
,.,_,O
Sentence: 1606,In,_,O
,Hudson,_,B-Location
,Bay,_,I-Location
,the,_,O
,ice,_,B-Abiotic_Entity
,melts,_,B-Eventuality
,by,_,B-Time
,late,_,I-Time
,July,_,I-Time
,and,_,O
,the,_,O
,bears,_,B-Biotic_Entity
,fast,_,B-Eventuality
,until,_,B-Time
,November,_,I-Time
,when,_,O
,it,_,O
,freezes,_,B-Eventuality
,again,_,O
,.,_,O
Sentence: 1607,They,_,O
,do,_,O
,not,_,O
,drink,_,B-Eventuality
,water,_,B-Abiotic_Entity
,or,_,O
,urinate,_,B-Eventuality
,the,_,O
,whole,_,O
,time,_,B-Time
,.,_,O
Sentence: 1608,Pregnant,_,B-Eventuality
,females,_,B-Biotic_Entity
,who,_,O
,enter,_,B-Eventuality
,dens,_,B-Aggregate_Biotic_Abiotic_Entity
,to,_,O
,give,_,B-Eventuality
,birth,_,I-Eventuality
,continue,_,B-Eventuality
,fasting,_,B-Eventuality
,for,_,O
,another,_,O
,four,_,B-Time
,months,_,I-Time
,living,_,B-Eventuality
,only,_,O
,on,_,O
,stored,_,B-Eventuality
,fat,_,B-Biotic_Entity
,for,_,O
,eight,_,B-Time
,months,_,I-Time
,.,_,O
Sentence: 1609,Cubs,_,B-Biotic_Entity
,are,_,O
,born,_,B-Eventuality
,in,_,B-Time
,December,_,I-Time
,and,_,O
,are,_,O
,ready,_,O
,to,_,O
,follow,_,B-Eventuality
,their,_,O
,mother,_,B-Biotic_Entity
,out,_,O
,of,_,O
,the,_,O
,den,_,B-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,learn,_,B-Eventuality
,to,_,O
,hunt,_,B-Eventuality
,by,_,O
,March,_,B-Time
,or,_,O
,April,_,B-Time
,.,_,O
Sentence: 1610,They,_,O
,are,_,O
,independent,_,B-Eventuality
,when,_,O
,they,_,O
,are,_,O
,about,_,B-Time
,two-and-a-half,_,I-Time
,years,_,I-Time
,old,_,B-Quality
,at,_,O
,which,_,O
,point,_,O
,the,_,O
,female,_,B-Biotic_Entity
,mates,_,B-Eventuality
,again,_,O
,.,_,O
Sentence: 1611,Description,_,O
,of,_,O
,Ursus,_,B-Biotic_Entity
,maritimus,_,I-Biotic_Entity
Sentence: 1612,Ursus,_,B-Biotic_Entity
,maritimus,_,I-Biotic_Entity
,is,_,O
,one,_,O
,scientific,_,O
,name,_,O
,for,_,O
,the,_,O
,polar,_,B-Biotic_Entity
,bear,_,I-Biotic_Entity
,.,_,O
Sentence: 1613,These,_,O
,white,_,B-Quality
,bears,_,B-Biotic_Entity
,are,_,O
,native,_,B-Quality
,largely,_,O
,within,_,O
,the,_,O
,Arctic,_,B-Location
,Circle,_,I-Location
,encompassing,_,B-Eventuality
,the,_,O
,Arctic,_,B-Location
,Ocean,_,I-Location
,its,_,O
,surrounding,_,O
,seas,_,B-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,surrounding,_,O
,land,_,B-Aggregate_Biotic_Abiotic_Entity
,masses,_,I-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1614,It,_,O
,is,_,O
,the,_,O
,world,_,B-Aggregate_Biotic_Abiotic_Entity
,'s,_,I-Aggregate_Biotic_Abiotic_Entity
,largest,_,O
,land,_,B-Biotic_Entity
,carnivore,_,I-Biotic_Entity
,along,_,O
,with,_,O
,the,_,O
,omnivorous,_,B-Quality
,Kodiak,_,B-Biotic_Entity
,Bear,_,I-Biotic_Entity
,.,_,O
Sentence: 1615,An,_,O
,adult,_,B-Biotic_Entity
,male,_,B-Biotic_Entity
,weighs,_,B-Quality
,around,_,O
,350-680,_,B-Value
,kg,_,B-Unit
,(,_,O
,"770-1,500",_,B-Value
,lb,_,B-Unit
,),_,O
,while,_,O
,an,_,O
,adult,_,B-Biotic_Entity
,female,_,B-Biotic_Entity
,is,_,O
,about,_,O
,half,_,B-Value
,that,_,O
,size,_,B-Quality
,.,_,O
Sentence: 1616,It,_,O
,can,_,O
,interbreed,_,B-Eventuality
,with,_,O
,the,_,O
,brown,_,B-Biotic_Entity
,bear,_,I-Biotic_Entity
,leading,_,O
,some,_,O
,to,_,O
,conclude,_,O
,that,_,O
,this,_,O
,is,_,O
,not,_,O
,a,_,O
,separate,_,O
,species,_,B-Biotic_Entity
,but,_,O
,falls,_,O
,inside,_,O
,Ursos,_,B-Biotic_Entity
,arctos,_,I-Biotic_Entity
,(,_,O
,brown,_,B-Biotic_Entity
,or,_,O
,grizzly,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,),_,O
,.,_,O
Sentence: 1617,Polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,occupy,_,B-Eventuality
,a,_,O
,distinctive,_,B-Quality
,narrow,_,B-Quality
,ecological,_,O
,niche,_,B-Quality
,well,_,B-Quality
,adapted,_,I-Quality
,to,_,O
,cold,_,B-Quality
,temperatures,_,B-Quality
,for,_,O
,moving,_,B-Eventuality
,across,_,O
,snow,_,B-Abiotic_Entity
,ice,_,B-Abiotic_Entity
,and,_,O
,open,_,B-Eventuality
,water,_,B-Abiotic_Entity
,and,_,O
,for,_,O
,hunting,_,B-Eventuality
,the,_,O
,seals,_,B-Biotic_Entity
,which,_,O
,make,_,B-Eventuality
,up,_,I-Eventuality
,most,_,O
,of,_,O
,its,_,O
,diet,_,B-Quality
,.,_,O
Sentence: 1618,Although,_,O
,most,_,O
,polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,are,_,O
,born,_,B-Eventuality
,on,_,O
,land,_,B-Aggregate_Biotic_Abiotic_Entity
,they,_,O
,spend,_,O
,most,_,O
,of,_,O
,their,_,O
,time,_,B-Time
,at,_,O
,sea,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1619,Polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,can,_,O
,hunt,_,B-Eventuality
,their,_,O
,preferred,_,B-Eventuality
,food,_,B-Biotic_Entity
,of,_,O
,seals,_,B-Biotic_Entity
,from,_,O
,the,_,O
,edge,_,B-Aggregate_Biotic_Abiotic_Entity
,of,_,O
,sea,_,B-Abiotic_Entity
,ice,_,I-Abiotic_Entity
,often,_,O
,living,_,B-Eventuality
,off,_,I-Eventuality
,fat,_,B-Biotic_Entity
,reserves,_,I-Biotic_Entity
,when,_,O
,no,_,O
,sea,_,B-Abiotic_Entity
,ice,_,I-Abiotic_Entity
,is,_,O
,present,_,B-Quality
,.,_,O
Sentence: 1620,The,_,O
,polar,_,B-Biotic_Entity
,bear,_,I-Biotic_Entity
,is,_,O
,classified,_,O
,as,_,O
,a,_,O
,vulnerable,_,B-Quality
,species,_,B-Biotic_Entity
,with,_,O
,eight,_,B-Value
,of,_,O
,the,_,O
,nineteen,_,B-Value
,polar,_,B-Biotic_Entity
,bear,_,I-Biotic_Entity
,subpopulations,_,I-Biotic_Entity
,in,_,O
,decline,_,B-Eventuality
,.,_,O
Sentence: 1621,For,_,O
,decades,_,B-Time
,large,_,O
,scale,_,O
,hunting,_,B-Eventuality
,raised,_,O
,international,_,O
,concern,_,O
,for,_,O
,the,_,O
,future,_,O
,of,_,O
,the,_,O
,species,_,B-Biotic_Entity
,but,_,O
,populations,_,B-Biotic_Entity
,rebounded,_,B-Eventuality
,after,_,O
,controls,_,B-Eventuality
,and,_,O
,quotas,_,O
,began,_,O
,to,_,O
,take,_,B-Eventuality
,effect,_,I-Eventuality
,.,_,O
Sentence: 1622,For,_,B-Time
,thousands,_,I-Time
,of,_,I-Time
,years,_,I-Time
,the,_,O
,polar,_,B-Biotic_Entity
,bear,_,I-Biotic_Entity
,has,_,O
,been,_,O
,a,_,O
,key,_,O
,figure,_,O
,in,_,O
,the,_,O
,material,_,O
,spiritual,_,O
,and,_,O
,cultural,_,O
,life,_,B-Eventuality
,of,_,O
,Arctic,_,B-Location
,indigenous,_,B-Quality
,peoples,_,B-Biotic_Entity
,and,_,O
,polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,remain,_,O
,important,_,O
,in,_,O
,their,_,O
,cultures,_,O
,.,_,O
Sentence: 1623,Distribution,_,B-Quality
Sentence: 1624,Polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,have,_,O
,a,_,O
,circumpolar,_,B-Location
,distribution,_,B-Quality
,.,_,O
Sentence: 1625,They,_,O
,range,_,B-Eventuality
,throughout,_,O
,the,_,O
,arctic,_,B-Aggregate_Biotic_Abiotic_Entity
,region,_,I-Aggregate_Biotic_Abiotic_Entity
,surrounding,_,O
,the,_,O
,North,_,B-Location
,Pole,_,I-Location
,.,_,O
Sentence: 1626,The,_,O
,limits,_,O
,of,_,O
,their,_,O
,range,_,B-Quality
,are,_,O
,determined,_,O
,by,_,O
,the,_,O
,ice,_,B-Abiotic_Entity
,pack,_,I-Abiotic_Entity
,of,_,O
,the,_,O
,Arctic,_,B-Location
,Ocean,_,I-Location
,and,_,O
,the,_,O
,landfast,_,B-Abiotic_Entity
,ice,_,I-Abiotic_Entity
,of,_,O
,surrounding,_,O
,coastal,_,B-Aggregate_Biotic_Abiotic_Entity
,areas,_,I-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1627,Bears,_,B-Biotic_Entity
,have,_,O
,been,_,O
,reported,_,O
,as,_,O
,far,_,O
,south,_,O
,as,_,O
,the,_,O
,southern,_,O
,tips,_,O
,of,_,O
,Greenland,_,B-Location
,and,_,O
,Iceland,_,B-Location
,.,_,O
Sentence: 1628,During,_,B-Time
,the,_,I-Time
,winter,_,I-Time
,polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,will,_,O
,range,_,B-Eventuality
,along,_,O
,the,_,O
,southern,_,B-Aggregate_Biotic_Abiotic_Entity
,edge,_,I-Aggregate_Biotic_Abiotic_Entity
,of,_,O
,the,_,O
,ice,_,B-Abiotic_Entity
,pack,_,I-Abiotic_Entity
,or,_,O
,northern,_,B-Aggregate_Biotic_Abiotic_Entity
,edge,_,I-Aggregate_Biotic_Abiotic_Entity
,of,_,O
,ice,_,B-Abiotic_Entity
,formed,_,B-Eventuality
,off,_,O
,the,_,O
,coasts,_,B-Aggregate_Biotic_Abiotic_Entity
,of,_,O
,the,_,O
,continents,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1629,Pregnant,_,B-Eventuality
,females,_,B-Biotic_Entity
,will,_,O
,overwinter,_,B-Eventuality
,on,_,O
,the,_,O
,coastlines,_,B-Aggregate_Biotic_Abiotic_Entity
,where,_,O
,denning,_,B-Eventuality
,habitat,_,B-Aggregate_Biotic_Abiotic_Entity
,is,_,O
,available,_,B-Quality
,for,_,O
,bearing,_,B-Eventuality
,young,_,B-Biotic_Entity
,.,_,O
Sentence: 1630,During,_,B-Time
,the,_,I-Time
,summer,_,I-Time
,bears,_,B-Biotic_Entity
,will,_,O
,remain,_,B-Eventuality
,at,_,O
,the,_,O
,edge,_,B-Aggregate_Biotic_Abiotic_Entity
,of,_,O
,the,_,O
,receding,_,B-Eventuality
,ice,_,B-Abiotic_Entity
,pack,_,I-Abiotic_Entity
,or,_,O
,on,_,O
,islands,_,B-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,coastal,_,B-Aggregate_Biotic_Abiotic_Entity
,regions,_,I-Aggregate_Biotic_Abiotic_Entity
,that,_,O
,retain,_,B-Eventuality
,landfast,_,B-Abiotic_Entity
,ice,_,I-Abiotic_Entity
,.,_,O
Sentence: 1631,Six,_,B-Value
,different,_,O
,populations,_,B-Biotic_Entity
,are,_,O
,recognized,_,O
,as,_,O
,:,_,O
,Wrangel,_,B-Location
,Island,_,I-Location
,and,_,O
,western,_,B-Location
,Alaska,_,I-Location
,northern,_,B-Location
,Alaska,_,I-Location
,the,_,O
,Canadian,_,B-Location
,Arctic,_,I-Location
,archipelago,_,I-Location
,Greenland,_,B-Location
,Svalbard-Franz,_,B-Location
,Josef,_,I-Location
,Land,_,I-Location
,and,_,O
,Central,_,B-Location
,Siberia,_,I-Location
,.,_,O
Sentence: 1632,Range,_,O
,Description,_,O
Sentence: 1633,Polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,live,_,B-Eventuality
,throughout,_,O
,the,_,O
,ice-covered,_,B-Abiotic_Entity
,waters,_,I-Abiotic_Entity
,of,_,O
,the,_,O
,circumpolar,_,B-Location
,Arctic,_,I-Location
,and,_,O
,their,_,O
,range,_,B-Quality
,is,_,O
,limited,_,B-Eventuality
,by,_,O
,the,_,O
,southern,_,B-Abiotic_Entity
,extent,_,I-Abiotic_Entity
,of,_,O
,sea,_,B-Abiotic_Entity
,ice,_,I-Abiotic_Entity
,.,_,O
Sentence: 1634,Although,_,O
,some,_,O
,occur,_,B-Eventuality
,in,_,O
,the,_,O
,permanent,_,B-Eventuality
,multi-year,_,B-Abiotic_Entity
,pack,_,I-Abiotic_Entity
,ice,_,I-Abiotic_Entity
,of,_,O
,the,_,O
,central,_,B-Location
,Arctic,_,I-Location
,basin,_,I-Location
,they,_,O
,are,_,O
,most,_,O
,common,_,B-Quality
,in,_,O
,the,_,O
,annual,_,B-Time
,ice,_,B-Abiotic_Entity
,over,_,O
,the,_,O
,continental,_,B-Aggregate_Biotic_Abiotic_Entity
,shelf,_,I-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,inter-island,_,B-Aggregate_Biotic_Abiotic_Entity
,archipelagos,_,I-Aggregate_Biotic_Abiotic_Entity
,that,_,O
,surround,_,O
,the,_,O
,polar,_,B-Aggregate_Biotic_Abiotic_Entity
,basin,_,I-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1635,Polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,that,_,O
,have,_,O
,continuous,_,B-Eventuality
,access,_,I-Eventuality
,to,_,O
,sea,_,B-Abiotic_Entity
,ice,_,I-Abiotic_Entity
,are,_,O
,able,_,B-Eventuality
,to,_,O
,hunt,_,B-Eventuality
,throughout,_,B-Time
,the,_,I-Time
,year,_,I-Time
,.,_,O
Sentence: 1636,However,_,O
,in,_,O
,those,_,O
,areas,_,B-Aggregate_Biotic_Abiotic_Entity
,where,_,O
,the,_,O
,sea,_,B-Abiotic_Entity
,ice,_,I-Abiotic_Entity
,melts,_,B-Eventuality
,completely,_,O
,each,_,O
,summer,_,B-Time
,polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,are,_,O
,forced,_,B-Eventuality
,to,_,O
,spend,_,B-Eventuality
,several,_,B-Time
,months,_,I-Time
,on,_,O
,land,_,B-Aggregate_Biotic_Abiotic_Entity
,fasting,_,B-Eventuality
,on,_,O
,stored,_,B-Eventuality
,fat,_,B-Biotic_Entity
,reserves,_,I-Biotic_Entity
,until,_,O
,freeze-up,_,B-Eventuality
,.,_,O
Sentence: 1637,Use,_,B-Eventuality
,of,_,O
,land,_,B-Aggregate_Biotic_Abiotic_Entity
,by,_,O
,polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,during,_,B-Time
,the,_,I-Time
,ice-free,_,I-Time
,season,_,I-Time
,appears,_,O
,to,_,O
,be,_,O
,increasing,_,B-Eventuality
,in,_,O
,certain,_,O
,locations,_,B-Quality
,.,_,O
Sentence: 1638,The,_,O
,species,_,B-Biotic_Entity
,is,_,O
,found,_,O
,in,_,O
,Canada,_,B-Location
,(,_,O
,Manitoba,_,B-Location
,Newfoundland,_,B-Location
,Labrador,_,B-Location
,Nunavut,_,B-Location
,Northwest,_,B-Location
,Territories,_,I-Location
,Quebec,_,B-Location
,Yukon,_,B-Location
,Territory,_,I-Location
,Ontario,_,B-Location
,),_,O
,Greenland,_,B-Location
,/,_,O
,Denmark,_,B-Location
,Norway,_,B-Location
,(,_,O
,including,_,O
,Svalbard,_,B-Location
,),_,O
,Russian,_,B-Location
,Federation,_,I-Location
,(,_,O
,North,_,B-Location
,European,_,I-Location
,Russia,_,I-Location
,Siberia,_,B-Location
,Chukotka,_,B-Location
,Sakha,_,B-Location
,(,_,O
,Yakutia,_,B-Location
,),_,O
,Krasnoyarsk,_,B-Location
,),_,O
,United,_,B-Location
,States,_,I-Location
,(,_,O
,Alaska,_,B-Location
,),_,O
,.,_,O
Sentence: 1639,Also,_,O
,vagrants,_,B-Biotic_Entity
,occasionally,_,O
,reach,_,B-Eventuality
,Iceland,_,B-Location
,.,_,O
Sentence: 1640,Habitat,_,B-Aggregate_Biotic_Abiotic_Entity
,Polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,are,_,O
,considered,_,O
,by,_,O
,many,_,O
,to,_,O
,be,_,O
,marine,_,B-Quality
,mammals,_,B-Biotic_Entity
,.,_,O
Sentence: 1641,The,_,O
,name,_,O
,Ursus,_,B-Biotic_Entity
,maritimus,_,I-Biotic_Entity
,means,_,O
,maritime,_,B-Quality
,bear,_,B-Biotic_Entity
,.,_,O
Sentence: 1642,Their,_,O
,preferred,_,B-Eventuality
,habitat,_,B-Aggregate_Biotic_Abiotic_Entity
,is,_,O
,the,_,O
,pack,_,B-Time
,ice,_,I-Time
,of,_,O
,the,_,O
,Arctic,_,B-Location
,Ocean,_,I-Location
,.,_,O
Sentence: 1643,The,_,O
,ice,_,B-Aggregate_Biotic_Abiotic_Entity
,edge,_,I-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,pressure,_,B-Aggregate_Biotic_Abiotic_Entity
,ridges,_,I-Aggregate_Biotic_Abiotic_Entity
,where,_,O
,fractures,_,B-Eventuality
,and,_,O
,refreezing,_,B-Eventuality
,occur,_,B-Eventuality
,provide,_,O
,the,_,O
,best,_,O
,hunting,_,B-Eventuality
,ground,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1644,Bears,_,B-Biotic_Entity
,will,_,O
,travel,_,B-Eventuality
,as,_,O
,much,_,O
,as,_,O
,"1,000",_,B-Value
,km,_,B-Unit
,north,_,O
,and,_,O
,south,_,O
,as,_,O
,the,_,O
,ice,_,B-Abiotic_Entity
,melts,_,B-Eventuality
,and,_,O
,freezes,_,B-Eventuality
,.,_,O
Sentence: 1645,During,_,B-Time
,summer,_,I-Time
,bears,_,B-Biotic_Entity
,may,_,O
,remain,_,B-Eventuality
,on,_,O
,islands,_,B-Aggregate_Biotic_Abiotic_Entity
,or,_,O
,coastlines,_,B-Aggregate_Biotic_Abiotic_Entity
,with,_,O
,landfast,_,B-Time
,ice,_,I-Time
,drift,_,B-Eventuality
,on,_,O
,ice,_,B-Aggregate_Biotic_Abiotic_Entity
,flows,_,I-Aggregate_Biotic_Abiotic_Entity
,or,_,O
,get,_,O
,stranded,_,B-Eventuality
,on,_,O
,land,_,B-Aggregate_Biotic_Abiotic_Entity
,where,_,O
,they,_,O
,are,_,O
,forced,_,B-Eventuality
,to,_,O
,endure,_,B-Eventuality
,warm,_,I-Eventuality
,weather,_,I-Eventuality
,.,_,O
Sentence: 1646,Range,_,B-Quality
,elevation,_,B-Quality
,:,_,O
,0,_,B-Value
,(,_,O
,low,_,B-Quality
,),_,O
,m,_,B-Unit
,.,_,O
Sentence: 1647,Average,_,I-Unit
,elevation,_,B-Quality
,:,_,O
,0,_,B-Value
,m,_,B-Unit
,.,_,O
Sentence: 1648,Habitat,_,B-Aggregate_Biotic_Abiotic_Entity
,Regions,_,I-Aggregate_Biotic_Abiotic_Entity
,:,_,O
,polar,_,B-Quality
,;,_,O
,terrestrial,_,B-Quality
,;,_,O
,saltwater,_,B-Abiotic_Entity
,or,_,O
,marine,_,B-Quality
Sentence: 1649,Terrestrial,_,B-Aggregate_Biotic_Abiotic_Entity
,Biomes,_,I-Aggregate_Biotic_Abiotic_Entity
,:,_,O
,tundra,_,B-Aggregate_Biotic_Abiotic_Entity
,;,_,O
,icecap,_,B-Aggregate_Biotic_Abiotic_Entity
,Aquatic,_,B-Aggregate_Biotic_Abiotic_Entity
,Biomes,_,I-Aggregate_Biotic_Abiotic_Entity
,:,_,O
,coastal,_,B-Aggregate_Biotic_Abiotic_Entity
Sentence: 1650,Habitat,_,B-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,Ecology,_,O
Sentence: 1651,Polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,occur,_,B-Eventuality
,at,_,O
,low,_,B-Quality
,densities,_,B-Quality
,throughout,_,O
,their,_,O
,range,_,B-Quality
,and,_,O
,are,_,O
,most,_,O
,abundant,_,B-Quality
,in,_,O
,shallow,_,B-Aggregate_Biotic_Abiotic_Entity
,water,_,I-Aggregate_Biotic_Abiotic_Entity
,areas,_,I-Aggregate_Biotic_Abiotic_Entity
,near,_,O
,shore,_,B-Aggregate_Biotic_Abiotic_Entity
,or,_,O
,where,_,O
,currents,_,B-Eventuality
,or,_,O
,upwellings,_,B-Eventuality
,increase,_,B-Eventuality
,biological,_,O
,productivity,_,B-Quality
,near,_,O
,ice,_,B-Aggregate_Biotic_Abiotic_Entity
,areas,_,I-Aggregate_Biotic_Abiotic_Entity
,associated,_,O
,with,_,O
,open,_,B-Abiotic_Entity
,water,_,I-Abiotic_Entity
,polynyas,_,B-Aggregate_Biotic_Abiotic_Entity
,or,_,O
,lead,_,B-Aggregate_Biotic_Abiotic_Entity
,systems,_,I-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1652,Polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,are,_,O
,not,_,O
,as,_,O
,abundant,_,B-Quality
,in,_,O
,the,_,O
,high,_,B-Location
,central,_,I-Location
,arctic,_,I-Location
,over,_,O
,deeper,_,O
,waters,_,B-Abiotic_Entity
,of,_,O
,the,_,O
,polar,_,B-Aggregate_Biotic_Abiotic_Entity
,basin,_,I-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1653,Seasonally,_,B-Time
,in,_,B-Time
,the,_,I-Time
,summer,_,I-Time
,open,_,B-Time
,water,_,I-Time
,season,_,I-Time
,in,_,O
,the,_,O
,Canadian,_,B-Location
,arctic,_,I-Location
,islands,_,I-Location
,and,_,O
,Svalbard,_,B-Location
,and,_,O
,in,_,B-Time
,recent,_,I-Time
,years,_,I-Time
,during,_,I-Time
,the,_,I-Time
,fall,_,I-Time
,in,_,O
,northern,_,B-Location
,Alaska,_,I-Location
,and,_,O
,Russian,_,B-Location
,Chukotka,_,I-Location
,polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,may,_,O
,be,_,O
,found,_,B-Eventuality
,on,_,O
,land,_,B-Aggregate_Biotic_Abiotic_Entity
,in,_,O
,higher,_,O
,densities,_,B-Quality
,.,_,O
Sentence: 1654,Breeding,_,B-Eventuality
,occurs,_,B-Eventuality
,in,_,B-Time
,March,_,I-Time
,to,_,I-Time
,May,_,I-Time
,implantation,_,B-Eventuality
,is,_,O
,delayed,_,B-Eventuality
,until,_,B-Time
,autumn,_,I-Time
,and,_,O
,birth,_,B-Eventuality
,is,_,O
,generally,_,O
,thought,_,O
,to,_,O
,occur,_,B-Eventuality
,from,_,O
,late,_,O
,November,_,O
,to,_,O
,mid-January,_,O
,.,_,O
Sentence: 1655,Although,_,O
,some,_,O
,cubs,_,B-Biotic_Entity
,are,_,O
,born,_,B-Eventuality
,in,_,O
,earth,_,B-Aggregate_Biotic_Abiotic_Entity
,dens,_,I-Aggregate_Biotic_Abiotic_Entity
,most,_,O
,births,_,B-Eventuality
,occur,_,B-Eventuality
,in,_,O
,snow,_,B-Aggregate_Biotic_Abiotic_Entity
,dens,_,I-Aggregate_Biotic_Abiotic_Entity
,that,_,O
,may,_,O
,be,_,O
,occupied,_,B-Eventuality
,between,_,O
,5-6,_,B-Time
,months,_,I-Time
,during,_,O
,the,_,O
,maternal,_,B-Biotic_Entity
,event,_,B-Eventuality
,.,_,O
Sentence: 1656,In,_,O
,Alaska,_,B-Location
,the,_,O
,maternal,_,B-Biotic_Entity
,dens,_,B-Aggregate_Biotic_Abiotic_Entity
,are,_,O
,located,_,B-Eventuality
,on,_,O
,the,_,O
,offshore,_,B-Aggregate_Biotic_Abiotic_Entity
,sea,_,I-Aggregate_Biotic_Abiotic_Entity
,ice,_,I-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1657,Only,_,O
,pregnant,_,B-Eventuality
,female,_,B-Biotic_Entity
,polar,_,B-Biotic_Entity
,bears,_,I-Biotic_Entity
,den,_,B-Eventuality
,for,_,O
,this,_,B-Time
,protracted,_,I-Time
,period,_,I-Time
,of,_,I-Time
,time,_,I-Time
,during,_,B-Quality
,which,_,I-Quality
,time,_,I-Quality
,they,_,O
,rely,_,B-Eventuality
,on,_,I-Eventuality
,fat,_,B-Biotic_Entity
,stores,_,B-Eventuality
,for,_,O
,energy,_,B-Abiotic_Entity
,and,_,O
,sustenance,_,B-Eventuality
,.,_,O
Sentence: 1658,The,_,O
,average,_,O
,litter,_,B-Biotic_Entity
,size,_,B-Quality
,is,_,O
,less,_,O
,than,_,O
,two,_,B-Value
,.,_,O
Sentence: 1659,Cubs,_,B-Biotic_Entity
